id,date,content,topic,sentiment
1.47E+18,2021-12-01 23:08:57+00:00,"Chest pain out of the blue always makes me wonder is it COVID, anxiety, or the large iced coffee I had 🗿",CU,negative
1.47E+18,2021-12-01 23:08:57+00:00,"@BBCWorld Think at this moment the government became more of a threat than covid could ever hope of ever being.

Do. Not. Comply",PO,negative
1.47E+18,2021-12-01 23:08:57+00:00,Another leftie who supports vaccine passports. https://t.co/b5tB8NVFD8,PO,negative
1.47E+18,2021-12-01 23:08:57+00:00,"@nextgendropout @ZubyMusic OTOH, expect MANY long term unknown (now) side effects of Covid infection

It took 40 years to find out that young adults &amp; children infected with 1918 flu had 3x rate of Parkinson’s as an extreme example

SARS-CoV-2 infects all cell types with ACE2 receptors

I predict 1/",SV,neutral
1.47E+18,2021-12-01 23:08:57+00:00,Where is this info about the vaccine being worse than COVID-19 coming from? I would like to do the research !,VA,neutral
1.47E+18,2021-12-01 23:08:57+00:00,"It's simple... 

If these fucking assholes don't take the vaccine because ""my body, my choice"", then they don't get to decide anything for women's reproductive rights. 

It's a two way street, assholes.",PO,negative
1.47E+18,2021-12-01 23:08:57+00:00,Critical thinking implies you were able to cognitively make a decision based on actual facts. You allowed yourself to become part of the experimental trial Scott....🤷🏼‍♀️ there are not a lot of facts regarding the vaccination. Ergo not very smart.... https://t.co/MVNvhcgW5I,VA,negative
1.47E+18,2021-12-01 23:08:57+00:00,"@ziggy6769 @trevsayers @Dempz8 @ItsJustaRide Out of curiosity, why are you so certain that it’s NOT an adverse reaction to the vaccines that’s causing these events?",VA,negative
1.47E+18,2021-12-02 20:57:49+00:00,@pfizer Said that if they had surveyed people 2 years ago about their willingness to inject their bodies with gene or cell therapy 95% of people would refuse. So instead admit that they called it a vaccine instead and refer to this “tactic” as “innovative”,VA,negative
1.47E+18,2021-12-02 20:57:49+00:00,"@BonesawRemix @LoyalScribe @ClearlyJane lol 
Dude I've lost 2 family members and a friend to Covid. 

Nobody in my network of people has died/had side effects(shy of flu-like symptoms immediately post-vaccination) from the vaccine. 

You might say the vaccine doesn't work as well as they tried to sell it, but come on.",VA,positive
1.47E+18,2021-12-02 20:57:49+00:00,@travisdove1 @geeksauc3 @carolswilliams_ @Mediaite At least I don’t think millions of people died by vaccine.,VA,positive
1.47E+18,2021-12-02 20:57:49+00:00,"Speaking of all that covid news, I’m getting my booster in like an hour, so we about to be sick in bed for a day what’s up",CU,positive
1.47E+18,2021-12-02 20:57:49+00:00,"NJ Republicans Dodge COVID Vaccine Policy, Enter Statehouse https://t.co/CeUFQ6cpIj",PO,neutral
1.47E+18,2021-12-02 20:57:48+00:00,@HarrySpoelstra I am sure I have read about Lewy bodies in macaque monkeys after Covid infection too… it’s really frightening to think we have knowingly allowed this to run rampant in the U.K. and especially in children.,SV,positive
1.47E+18,2021-12-02 20:57:48+00:00,@TotesManganese @martys_owl @LibertyBlitz Why are we hoarding vaccines? Do you want people to die in Africa?,RE,negative
1.47E+18,2021-12-02 20:57:48+00:00,Like There is no requirement to be vaccinated to workout. And people are just removing their masks and idk if they’re safe or not lol. So of course shit will spread when people are careless but gotta hold companies accountable as well for not enforcing shit.,RE,negative
1.47E+18,2021-11-30 14:53:23+00:00,"@EricTopol 9/
The key is to get EARLY treatment at the first onset of symptoms: runny nose, stuffy nose, sore throat, fever etc.

COVID infection starts with viral replication. The purpose of early treatment is to stop viral replication to avoid hospitalization.

\End",SV,neutral
1.47E+18,2021-11-30 14:53:23+00:00,@CNN Fk that you ain’t putting that inside me. This will be in booster #666 for Covid variant satin 😂,VA,negative
1.47E+18,2021-11-30 14:53:23+00:00,Oxford University says no evidence yet that vaccines won’t protect against severe disease from Omicron | Malay Mail https://t.co/y3ZiY6wHCy,SV,neutral
1.47E+18,2021-11-30 14:53:23+00:00,this  guy  just  said  vaccines  make  u  autistic  and  then  his  friend  looked  straight  at  me  and  agreed…  I  AM  MINDING  MY  BUSINESS,CU,negative
1.47E+18,2021-11-30 14:53:23+00:00,The Omicron is like a cold ! Wake up people ! https://t.co/Npasu56MI6 Go here and voice your opinion on the vax mandate now ! Be herd ! 6days left ! Do your part ! Try to be civil as i could not ! Let them have it !!!!! Stop the experiment now ! https://t.co/2B5B49IVWQ,SV,negative
1.47E+18,2021-11-30 14:53:23+00:00,@cltm22 @JoeBrunoWSOC9 https://t.co/FLXp12TQ0C…After the new reporting format started that includes this metric and this metric only it has increased every day…up to 7.3% now.  Why are they no longer reporting ALL metrics like they did weekly during the entire pandemic up until two weeks ago? 🤔,RE,negative
1.47E+18,2021-11-30 14:53:23+00:00,Greece to Fine Older Residents Who Don't Get Vaccinated https://t.co/r74Y3Q2Sjf,RE,neutral
1.47E+18,2021-11-30 14:53:23+00:00,@MattieTimmer Thank you!  Me too!  Could be the flu (even though she's vaccinated for that too).,CU,neutral
1.47E+18,2021-11-30 14:53:23+00:00,"@9_tellthetruth @RepSwalwell Joe Biden makes Joe Biden look bad. That clown doesn’t  need any help from anyone. In case you forgot, it was Trump who pushed Operation Warp Speed to get the vax in the first place, the same vax Biden said he wouldn’t trust because it was from Trump’s admin. #LetsGoBrandon",PO,negative
1.47E+18,2021-12-01 00:25:09+00:00,"@MollyGGMU @FtblObs money money money money. they’ve got you controlled you’re literally their Guinea pig, they tell you to snort ket to stop Covid you’ll do it",VA,negative
1.47E+18,2021-12-01 00:25:09+00:00,"Sick of anti-vaxxers. Here's an idea. The unvaccinated are not welcome at a hospital if they get Covid. If you don't believe in the science, fine, don't believe in it and deal with Covid from home. If you're unvaccinated then get ill and possibly die at home. Enough is enough.",PO,negative
1.47E+18,2021-12-01 00:25:09+00:00,"@juli_bg_bs So I've been struggling with getting Delta to look as bad we know it is, but if you just look at  data, Delta is not as ""bad"" as other variants in the aggregate. Of course that's because of vaccines/treatments/preinfection -- and so the next variant would likely seem milder.",SV,negative
1.47E+18,2021-12-01 00:25:09+00:00,@ZubyMusic One of my favorites…it has supposedly been debunked but they really do not know how AIDS transferred from monkeys to humans - they used monkey blood in developing vaccines. https://t.co/GaK371OUc1,VA,negative
1.47E+18,2021-12-01 00:25:08+00:00,@leeborders1500 you think this has any real world effect at this stage of the game? They are all vaccinated or gone I would think. https://t.co/o00BxgALsA,RE,neutral
1.47E+18,2021-12-01 00:25:08+00:00,"@jillpineau Well, the overwhelming worldwide medical consensus is that vaccination is the safest and easiest way out of this pandemic. I’m curious as to what data you base your opposition/hesitancy on…",VA,positive
1.47E+18,2021-12-01 00:25:08+00:00,ACS Risk Biomarkers Significantly Increase After mRNA COVID-19 Vaccine https://t.co/Ze9g9KYqPR,VA,neutral
1.47E+18,2021-12-01 00:25:08+00:00,@DCKarnal @cmohry @anilvijminister @MoHUA_India  schools in karnal is running with full capacity. No proper Covid guideline is adhering. Children’s are without mask. No Govt authorities are taken prior action . specially Partap public school sector 6 karnal,RE,negative
1.47E+18,2021-12-01 00:25:08+00:00,"@RebeccaJKatz @JoyceWhiteVance So everyone gets vaxxed but we have thousands of people with vaccine injuries. You don't care about ""People"" this is all about ""YOU."" Stop pretending.",VA,negative
1.47E+18,2021-11-30 16:43:34+00:00,"Oh hey everyone the guy who banged a Chinese spy has an opinion. Also kids are at minimal risk of Covid, bozo. https://t.co/aagdk75CjI",SV,negative
1.47E+18,2021-11-30 16:43:34+00:00,@MeloVader916 @GehlkenNFL I regret getting the vaccine. 10 days after my first vaccine I got covid. After a year an a half of no covid/no vaccine.,VA,negative
1.47E+18,2021-11-30 16:43:34+00:00,@NoLieWithBTC Let them get Covid!,CU,negative
1.47E+18,2021-11-30 16:43:34+00:00,"@MickieThePoet @apprrentice_ @DrEricDing @BNODesk No vax here, both in our late 50's, in education, infected tested and re-exposed on many occasions....all well....your point...",SV,negative
1.47E+18,2021-11-30 16:43:34+00:00,"I’m sure I’d rather be with all the doctors, scientists and Head of the NHS than a few right-wing Tory Brexiters &amp; ERG members! #coronavirus #MasksWork #nhs https://t.co/lCRcgNtoGo",PO,negative
1.47E+18,2021-11-30 16:43:34+00:00,"@MPAVictoria Does it count if Im really uncomfortable at how the left blames relatively powerless antivaxxers for a problem that to me can be placed at the feet of lack of access to vaccines in large portions of the world due to profit motives and health care systems built to be ""efficient""?",PO,negative
1.47E+18,2021-11-30 16:43:34+00:00,@GrangeHall @RepSwalwell @DevinCow Who’s gonna vaccinate the over 1.7 million illegal immigrants that continue to walk into this country?  Just curious bc they are not tested and not heading to get a vaccine themselves. So what the hell sense does any of this make. Feed back pls.,PO,negative
1.47E+18,2021-11-30 16:43:34+00:00,"@gbrough10 Without total doses administered for each vaccine, these statistics alone don't tell the story. With 7.81 billion Covid vaccine doses administered, the rate of adverse events is 0.0003, about the same as the other vaccines on the list.",VA,positive
1.47E+18,2021-11-30 16:43:33+00:00,@DelawareKristin @PeterHotez @mehdirhasan His mental health issue and the vaccine are surely not physically related.,VA,negative
1.47E+18,2021-11-30 16:43:33+00:00,"@RepSwalwell China boy, you realize your vaccination status is all you should worry about.  My status doesn't matter to you, it doesn't change how you live your life dating Chinese escorts.",PO,negative
1.47E+18,2021-11-30 22:31:47+00:00,New M Night Shyamalan movie- guy is holed up in his house quarantining for two weeks because he has covid. Turns out it was only a head cold THE WHOLE TIME! It also has Joaquin Phoenix in it.,SV,negative
1.47E+18,2021-11-30 22:31:47+00:00,@MichaelPSenger Why did anyone in that thread bother getting vaccinated?  None of them appear to believe they are protected by it &amp; seem more afraid than they were prior to any vaccine at all.,PO,negative
1.47E+18,2021-11-30 22:31:47+00:00,@dorter_k Makes sense that the spike protein would need to mutate in a place with a high vaccine rate. Virologists warned us of this when some of them came out against mass vaccinations.,VA,negative
1.47E+18,2021-11-30 22:31:47+00:00,"@GIRLEMPOWER My kiddo is completely fine after both vaccines, too. No side effects other than slightly sore arm, like any shot. I have tons of friends who got their kids vaccinated, none have had any issues at all.",VA,positive
1.47E+18,2021-11-30 22:31:47+00:00,Holy shit did he just say that? 2-3 kids out of hundred dying from Covid is acceptable? https://t.co/GnoE5vblpL,SV,positive
1.47E+18,2021-11-30 22:31:47+00:00,"@FlatSlugbrains @SoyBoyRoy1 @keigh_see @ReganLieutenant @WHurensohn @texasangler1968 @CleeseRaymond @ShellyRKirchoff @B26Rick @LaurieSpoon @EnrelChi @SumatraSue @Newer_Deal @9livez1 @michellmybell1 @SCouple222 @manoloh102 @RealDoctorT @heh78152914 @RepublicanRehab @Q_Estrada @Jennie_SC1 @AggressiveDem @Boballard13 @jeffschlueter1 @deplorable_s @krissy_013 @TruBluRayne @Jamie_Wisconsin @BlueKomand @OmgBeckyTree @KimberlyMcKeeve @Gingercat404 @RomeoAlpha68 @themikewest @0ryuge @DaClementMusic @CodeOfPets @Erockdouble1 @usorthem3 @ChuckBlakeman @Born2Cuss @wookietim @BluesElmwood @KennyHerbert2K @IanLStrain @815wrldtrvlr @Hirdman @MicheleIsDone @LosSignmakrDeCt The vaccinated are spreading covid at the same rate according to studies 

So… you need some karma also it looks like",VA,negative
1.47E+18,2021-11-30 22:31:47+00:00,@RepSwalwell Your three kids under five have zero risk to Covid....just stop this.,SV,negative
1.47E+18,2021-11-30 22:31:46+00:00,"@KarenSmallDwarf @murchiston @EricRWeinstein I am, in fact, super intelligent. But that's irrelevant to the fact that Gundry is an idiot and that Covid mRNA vaccines protect the epithelium and endothelium from enormous Covid infection damage. https://t.co/MAxGl6nhWV",VA,positive
1.47E+18,2021-12-02 13:05:12+00:00,@The_Nevermeant @ABC Look up the history of the coronavirus and then use some common sense. Do you know my health history? Plus you're ok with rape as well then? Cause forcing me to do something against my will might as well be rape. https://t.co/kUkYxIrmH5,VA,negative
1.47E+18,2021-12-02 13:05:12+00:00,"@ColucTerese @jfoltz61 @WHCOS Yeah let’s just ignore the pandemic. If you want to go catch covid and can’t get into the hospital, don’t go crying anyone.",PO,negative
1.47E+18,2021-12-02 13:05:12+00:00,"No virus exists invalidates vaccine passports but you don’t and won’t say that for some strange reason. 

https://t.co/5iA8He3mH3",PO,negative
1.47E+18,2021-12-02 13:05:12+00:00,@joeinwynnewood @WendyMc76779212 @CDCgov Every one I know who has had the shot caught COVID,VA,negative
1.47E+18,2021-12-02 13:05:12+00:00,@born_rheumatic @KardinalsMarx @washingtonpost And they got the New Yorkers bringing the COVID down to Florida.  Damn snow birds,CU,negative
1.47E+18,2021-12-02 13:05:12+00:00,"We must do Vaccines+

Masks 😷 
Vaccinate 💉💉💉
Ventilate 🪟🚪💨
Distance 🧍🏾‍♂️  🧍🏼‍♀️
Hand hygiene 🧼🧴👏🏻",RE,neutral
1.47E+18,2021-12-02 13:05:12+00:00,"So, now, Biden has a ""winter covid plan""? 🤣🤣#Covid19 #Biden #OmicronVarient",PO,negative
1.47E+18,2021-12-02 13:05:12+00:00,If my holidays aboard don’t happen next year bc of Covid I am not gonn be happy :(((,CU,negative
1.47E+18,2021-12-02 07:55:30+00:00,"@LeftwardSwing Did he die with COVID, or of COVID? 😂🤡",SV,neutral
1.47E+18,2021-12-02 07:55:30+00:00,"@Raven4212 @officialeeLeoJ @JamesMelville my wife got double Vax early as a health care worker, my son and I cought Covid early and recovered. My wife caught a breakthrough last month, my son and I didn’t get it even though we spent 3 days together while she was sick before she tested. She regrets it. Healthy person. I",VA,negative
1.47E+18,2021-12-02 07:55:29+00:00,@BecketAdams cuomos tremendous covid dumps into nursing homes killed my father,RE,negative
1.47E+18,2021-12-02 07:55:29+00:00,"@PrisonPlanet Comedians will offend EVERYONE, because no one is likely to be in agreement with everyone they try to entertain. No, it wasn’t funny. The biggest gripe most of us so called “anti-vaxxers” have are the methods being used to coerce the vax, and other draconian policies. Good setup",PO,negative
1.47E+18,2021-12-02 07:55:27+00:00,The Omicron variant is rapidly becoming the dominant strain of Covid-19 in South Africa less than four weeks after it was first detected there https://t.co/NMz3CwMEKe,SV,neutral
1.47E+18,2021-12-02 07:55:27+00:00,"@NickFerrariLBC No, obesity appears to be a hugely significant link with Covid complications and socirty, especislly in the West, must dramatically address that health problem. The pandemic would be nearly nothing without obesity.",SV,neutral
1.47E+18,2021-12-02 07:55:26+00:00,Huh how is this possible????? I thought the vax would fully protect someone??? How many boosters are needed to make it finally work???? 😪😪😪 https://t.co/n7F3mnHrDl,VA,negative
1.47E+18,2021-12-02 07:55:26+00:00,Commentary: Uncertainty about Omicron does not excuse inaction https://t.co/wrZJKn5WfZ There is a narrow window for the world to put in place the lessons... https://t.co/XUtkjdxV22,RE,negative
1.47E+18,2021-12-02 07:55:26+00:00,@jamesmcconachi1 @BucketsOf_Rain @AmeliaBell2 @GeorgeMonbiot It almost certainly is at the same every winter before Covid (but somehow survives) It wasn’t overwhelmed at the height of it either,SV,neutral
1.47E+18,2021-12-02 23:53:41+00:00,Why does Fauci have more confidence in a face mask than he does in the vaccines? https://t.co/9s7okhmgnK,VA,negative
1.47E+18,2021-12-02 23:53:41+00:00,Two imported cases in Singapore test ‘preliminarily positive’ for Omicron COVID-19 variant: MOH – CNA https://t.co/gGJKTFqT7d,SV,neutral
1.47E+18,2021-12-02 23:53:41+00:00,@ShamsCharania @TheAthletic @Stadium What’s more impressive? Lebron beating covid in 48hours? or Magic Johnson beating AIDS?,CU,neutral
1.47E+18,2021-12-02 23:53:41+00:00,Brook Jackson Interview - Pfizer Whistleblower Exposes Cover Up Calling ... https://t.co/87BxFlsWFh via @YouTube,VA,negative
1.47E+18,2021-12-02 23:53:41+00:00,"Very informative on Omicron: What Is Known — and Still Unknown 

https://t.co/Q10Iue14zh",SV,neutral
1.47E+18,2021-12-02 23:53:41+00:00,"@risemelbourne Two weeks in one of Australia's Covid internment camp. As a close contact, never tested positve.  Tracked through a number plate.
This can happen to any one
https://t.co/3vgJt6DKMv",RE,negative
1.47E+18,2021-12-02 23:53:40+00:00,"Republican Anti-Vaccine Shutdown threat.

Cost:  267 million + dollars a day.

Republicans don't fWcking complain about the BUDGET deficit when you want to do this!",PO,negative
1.47E+18,2021-12-02 23:53:40+00:00,Biden unveils COVID plan as Omicron arrives ahead of winter https://t.co/XauMIwkUgn,RE,neutral
1.47E+18,2021-12-02 23:53:40+00:00,He faked COVID until Deandre Jordan got permanently benched. Just passed Tim Duncan on my all time list. https://t.co/uvYJQddmLg,CU,negative
1.47E+18,2021-12-02 23:53:40+00:00,@simon_davies2 Covid No 1 knocked me for six and turned into Long Covid. Covid No 2 added fatigue and insomnia to the list of symptoms.,SV,positive
1.47E+18,2021-11-30 14:50:42+00:00,"Are the vaccinated wearing masks because they can still catch, carry and spread ‘it’? So, you’re not saving granny who has also been vaccinated because you can spread it to her and she may still die?

Make it make sense!",VA,negative
1.47E+18,2021-11-30 14:50:42+00:00,"Shade War: White House Video Feed Crops Kamala Harris Out of Biden Covid Variant Speech, Features Fauci Instead https://t.co/wKue5EAa3q",PO,negative
1.47E+18,2021-11-30 14:50:42+00:00,"@Nerdrotics i used to wonder which was worse, covid or doctor who then someone invented a vaccine.",CU,negative
1.47E+18,2021-11-30 14:50:42+00:00,"@remid0d0s0 @GOTO_Foto @JesseRodriguez Yeah I get that, but infection rates are sky high again less death than the first lock down ,but that’s obviously the vaccines doing their thing . I get what your saying , I just get a little prickly when folk suggest the worst is over . But I get that isn’t what you’re saying 🤦‍♂️",VA,positive
1.47E+18,2021-11-30 14:50:42+00:00,"My neighbor died of Covid with a Trump 2020 sign still in his yard. 
Left behind his wife and daughter.

I heard they wrote the cause of death was Trump and Fox News.
#morningjoe",PO,negative
1.47E+18,2021-11-30 14:50:42+00:00,"@EricTopol 2/
Many Doctors have refused to treat the virus early. They're opposed to offering ANY early effective outpatient therapeutics. 

Don't assume that your regular Doctor/Primary Care Physician will help you. Think of your COVID treatment like seeing a specialist...",RE,negative
1.47E+18,2021-11-30 14:50:42+00:00,Did COVID Really Change Anything on the Factory Floor? https://t.co/riOU29FAnJ,RE,neutral
1.47E+18,2021-11-30 14:50:42+00:00,"International experiences with co-production and people centredness offer lessons for covid-19 responses https://t.co/y9psbtHgrk 
#HospitalsTalkToLovedOnes #DHPSP",RE,neutral
1.47E+18,2021-11-30 14:50:42+00:00,Tips for In-House legal departments on coping with COVID 19. https://t.co/U2DYyVThBz via @YouTube,CU,neutral
1.47E+18,2021-11-30 14:50:42+00:00,"The elite are doing this to show us that they are superior to us. That the rules don't apply to them. A good thing is that this behaviour also shows us that we don't have to take covid very seriously. If it was that dangerous, the elite would be the ones to hide in their castles. https://t.co/Vmrx2vPE3a",SV,negative
1.47E+18,2021-12-02 21:58:02+00:00,'Unconscionable': #Trump administration whistleblower thrashes former president for hiding #COVID result https://t.co/VDLAqkJHKr,PO,negative
1.47E+18,2021-12-02 21:58:02+00:00,"@joolsrules78 They have run out of rope. Every comment they make about Scotland is negated by their bosses down south. England turning into a bag of shite, brexit catastrophe hitting home, covid mismanagement unsettling the public, rampant corruption. They have nothing to sell Scotland",PO,negative
1.47E+18,2021-12-02 21:58:02+00:00,"@libsoftiktok He's hiding a vaccine injury, go easy on him 🤣",VA,negative
1.47E+18,2021-12-02 21:58:02+00:00,"@jonkennaugh @GaZthaGameR @DPJHodges We don't give smallpox any more.

No uk vaccines are mandatory for the gen population. They inevitably carty risk. The individual must decide on the risk vs the benefit. We call this informed consent.

Ps I didn't have TB jab because I had antibodies...",RE,negative
1.47E+18,2021-12-02 21:58:02+00:00,People get your Damn vaccine. https://t.co/QCtoUqMMw3,VA,positive
1.47E+18,2021-12-02 21:58:02+00:00,"@natsechobbyist A lot of older Americans are having health problems &amp; cant work due to high risk of serious covid. Also mental health issues are compounded by the virus. Please, OLDER ppl NEED $300/mth too!

Please donate if possible🙏PayPal @KimEilyasov I AM STRUGGLING due to covid😟 https://t.co/qhk2xdPRPb",CU,negative
1.47E+18,2021-12-02 21:58:02+00:00,Breakthrough COVID Nasal Spray Blocked https://t.co/tFrPu2FPX4 via @Anhusa,RE,neutral
1.47E+18,2021-12-02 21:58:02+00:00,"@TheIrishBard People point out, they are already tracking you on your phone, yes and most vaccine passports are on smartphones, forcing you to take your phone with you when you might otherwise leave it at home.",RE,negative
1.47E+18,2021-12-02 21:58:02+00:00,@mrjamesob Good riddance. Sorry I'm clean out of sympathy for these fuckwits.  How many other people's deaths did he cause by dissuading them from having the vaccine?,PO,negative
1.47E+18,2021-12-02 21:58:02+00:00,"@Jim_Jordan 1,555 Americans who died of Covid on Nov 30 wish to have a word with you.",SV,positive
1.47E+18,2021-11-30 12:59:41+00:00,"@TigressEllie @pulsetoday @UKHSA @NHSEngland I growing increasingly suspicious about the “Super Cold”.. Three people I know had it - “It’s not Covid - I’ve tested and tested”. It lasted six weeks. They were very ill with fevers, chills, aches and pains. Then two of the three tested positive for Covid *after two weeks*",SV,negative
1.47E+18,2021-11-30 12:59:41+00:00,"@bherrington12 @iLoveJerel Thrombotic events such as blood clots and myocarditis have been directly linked to the vaccine with the latter being logical given no prior history of heart issues, in this case. Highly unlikely the PE would be a result of his poor-functioning lungs, but I guess it’s debatable",VA,negative
1.47E+18,2021-11-30 12:59:41+00:00,@RealMarkDziak @koolwhp I don't think they do and they were part of why I thought I hated punk rock until I discovered the good stuff but Dexter working on a cure for AIDS and explaining mRNA vaccines in plain English is something I'm 100% here for.,VA,neutral
1.47E+18,2021-11-30 12:59:41+00:00,@MargoBr35101072 I don’t trust them for any vax anymore.,VA,negative
1.47E+18,2021-11-30 12:59:41+00:00,"@nregib @garrettwpratt @WasOnceLoved @Dvdpeek14 @jeffrey_royer @RepSwalwell I love how you’re trying to equate criminal sentences &amp; the death penalty to vaccinated vs unvaccinated. As if there is any sort of correlation there. You are the problem, you fuck.",PO,negative
1.47E+18,2021-11-30 12:59:41+00:00,"@RepSwalwell @JoyAnnReid I’m in agreement on vax. Ppl need to get vaxxed - it’s selfish not to. That said, the comments on your children &amp; their “risk” is not science-based at all. 68 kids under age of 5 have died from COVID in almost 2 yrs. That is negligible risk &amp; fearing it is irrational https://t.co/ekZaTtUdA3",SV,neutral
1.47E+18,2021-11-30 12:59:40+00:00,@seanhannity They suppose to be double vaccinated. 🙃What a joke,VA,negative
1.47E+18,2021-11-30 12:59:40+00:00,Pfizer is lobbying to thwart whistleblowers from exposing corporate fraud. Pfizer is among the Big Pharma companies trying to block legislation strengthening whistleblowers’ ability to report corporate fraud. https://t.co/RVMwtx60Uw by @lhfang,VA,negative
1.47E+18,2021-11-30 12:59:40+00:00,"The CEO of a company whose stock has shot up 35% in 2 days on the potential that he’ll need to sell new vaccines is saying that he may need to sell new vaccines. Meanwhile almost every documented case of Omicron has been mild. But sure, everyone panic.",SV,negative
1.47E+18,2021-11-30 12:59:40+00:00,"@Joker2Joker1 @richdfrost @bets_single @YouGov You try shopping without a mask in Germany or getting a drink in a bar in France without a Covid passport then. Two European countries with liberal, serious Governments whose priority is protecting public health. And the vast majority of the public respect them for it.",CU,positive
1.47E+18,2021-11-30 10:15:17+00:00,"@AndrewFeinberg @CBSNews @60Minutes 777,000 dead Americans have a problem with her comparison of COVID to the flu. @Laralogan #FoxNews https://t.co/fFXpZZQMva",PO,negative
1.47E+18,2021-11-30 10:15:17+00:00,"@Alan__020 It’s getting to the point of the ridiculous.  The vax’d can enter countries, the unvax’d can’t. The vax’d can carry the virus and spread it, the unvax’d can’t.
If at this stage,two years on, the folk who have declined the jab are well and healthy then their immune systems good.",RE,negative
1.47E+18,2021-11-30 10:15:17+00:00,"""Senator Elizabeth Warren, Democrat of Massachusetts, said Amazon has for months ignored her entreaties to ban vendors selling counterfeit masks and to modify the algorithms that lure consumers away from the best respirators"" https://t.co/iSvF87WnNN This is a huge problem",CU,negative
1.47E+18,2021-11-30 10:15:17+00:00,y’all i need to sleep early because  i’m getting vaccinated tomorrow,VA,neutral
1.47E+18,2021-11-30 10:15:17+00:00,"@RevSamrah @jasimanski That's not right to say especially as a Nurse. ALOT of people with underlying diseases are not eligible to receive the https://t.co/xZgm9aXlNn emergency situations, physicians may not ethically refuse to provide care regardless of the patient’s vaccination status (Principle VI).",RE,negative
1.47E+18,2021-11-30 10:15:16+00:00,You are mad. People were dying before your useless COVID-SCAM idea came up. Stop acting like dying just started with COVID. shut up. https://t.co/y0hEmmdXfa,SV,negative
1.47E+18,2021-11-30 10:15:16+00:00,@zhusu They are useful for the other variants. And in general if everyone did the vaccine and we gave the doses to Africa there would have been way lower probability of variants. (Not telling my view etc just stating how biology works).,VA,positive
1.47E+18,2021-11-30 10:15:16+00:00,@KaapStud @mindful_parent1 @Donny_DaSilva @News24 @MandyWiener That is not correct. Vaccines significantly reduce the risk of serious illness and death.,VA,positive
1.47E+18,2021-11-30 10:15:16+00:00,First French Omicron case on Indian Ocean island of Reunion https://t.co/3IWbSqAGS5,SV,neutral
1.47E+18,2021-11-30 10:15:15+00:00,"@McndOfficial_ If only I could fly to Seoul I would have done and watch MCND 1st Fan Meeting LIVE. But, I still can't travel like I use to because of Covid! 😭 But, I am happy I can still show my love and support as I will buy my online tickets for both FM. 🥰💎 Thank you I can still see the FM",CU,negative
1.47E+18,2021-11-30 13:43:58+00:00,"Biden actively promotes the vaccine which has only proven to protect people from any harm from Covid. He promotes mask mandating, distancing, vaccines, all anti covid preparatory measures while the braindead antivax Republicans undermine all the efforts of us sensible people. https://t.co/mmx34mtElZ",RE,positive
1.47E+18,2021-11-30 13:43:58+00:00,"I am requesting K-Pop Stans on ""Fang Fang,"" as MAGAs are using the trend to attack California Representative @ericswalwell/@RepSwalwell for his claims that the unvaccinated are creating new COVID variants &amp; slander him as a spy for Winnie the Xi Jinpooh. https://t.co/7bZQlB69gK",PO,neutral
1.47E+18,2021-11-30 13:43:58+00:00,Court halts health worker vaccine mandate  in 10 states !  Hey Sisolak what say you ? Have you paid attention to CDC ?  Disagree with  President all political no science! Your Covid count in vegas is down why have you continued this mask/shot mandate?,RE,negative
1.47E+18,2021-11-30 13:43:58+00:00,@NovusOrdoWatch @dexx731 What is the moral good one accomplishes by participating with the evil associated with the vaccines?,VA,negative
1.47E+18,2021-11-30 13:43:58+00:00,@TeaParty2021 PCR testing can definitely differentiate between COVID and the flu. It's based on the genes of the virus.,RE,positive
1.47E+18,2021-11-30 13:43:58+00:00,@slaiderno_46 @live_from_munic @capnek123 however everyone I am following says immunity to covid is going away b/c the variants change so much - making herd immunity useless.,SV,positive
1.47E+18,2021-11-30 13:43:58+00:00,"@LonsdalesofH @GrumpyOldDoc @AlanStout19 @paulfrewDUP @naomi_long I had a stroke after my AstraZeneca, and Naomi Long's party are resistant to meeting people like me or &gt; @julesserkin because they have a policy of over-vaccination on a grand scale, with legacy medicines, that don't impact SARS COV 2's trajectory.",VA,negative
1.47E+18,2021-11-30 13:43:57+00:00,@RealCandaceO Day after day we learn how much less effective COVID vaccines are against Covid.,VA,negative
1.47E+18,2021-11-30 13:43:57+00:00,#Good Evening. #Omicron #Jab in #Development stage. BioNTech starts work on Omicron-specific vaccine https://t.co/doM3eFJUxb via @FinancialXpress,VA,neutral
1.47E+18,2021-11-30 13:43:57+00:00,"Now travellers need proof of vaccination. Whether international or domestic travel, if they’re lying, they should have the book thrown at them. Hundreds have tried to enter Canada with fake COVID-19 test results, proof-of-vaccine documents: CBSA https://t.co/b9E9I5d8qo",VA,positive
1.47E+18,2021-12-02 17:00:55+00:00,"@LogicalLIberal5 @stalk_corn @Dusanders86 @charlesadler As time passes and more variants evolve, the protection against transmission will also radically decline. I think the vaccines are a marvel of science. I wish everyone able to, or who doesn't have natural immunity, would get one. But it's chief ability is prevent hospitalization.",SV,neutral
1.47E+18,2021-12-02 17:00:55+00:00,Germany to impose lockdown on unvaccinated: Live News | Coronavirus pandemic News | Al Jazeera https://t.co/IyVqZkhjh7 via @AJEnglish,RE,neutral
